,text,label,data_origin
3838,"6 In a comparison of panels A and B of Table 2 , note that restricting the sample does not significantly alter the results.",0,Coleridge data annotated with Llama-7b
3839,"We note that if female academics perceive they will receive less credit from a coauthored publication that does not indicate their specific contribution, they will be likely to collaborate less on this type of project.",0,Coleridge data annotated with Llama-7b
3840,"To examine this possibility, we first classify academic fields into two groups: those whose Table 3 Authorship ordering, female share, and collaboration 2014 1975-2014 1975-2014 (1) (2) primary journals generally list authors' surnames in alphabetical order and those whose journals list authors based on their contribution to the paper (e.g., first author, corresponding author, and so on).",0,Coleridge data annotated with Llama-7b
3841,"TAFB has close operational ties with HPC, the Ocean Prediction Center (OPC), and WFO Honolulu, and collaborates with them to produce the surface analysis.",0,Coleridge data annotated with Llama-7b
3842,This decline is independent of muscle mass and physical activity levels.,0,Coleridge data annotated with Llama-7b
3843,"After completing the apprenticeship, it is possible to change branches and work as a clerk in any one of the other 20 commercial branches.",0,Coleridge data annotated with Llama-7b
3844,"Although minor adaptations of the computer-based test were expected, construct equivalence should nevertheless be ascertained with the aid of a detailed curricula analysis.",0,Coleridge data annotated with Llama-7b
3845,"Concerning the Swiss companies' curricula the forward analysis revealed that the main task (1) 'sales' and (2) 'purchase' are partly covered by the companies' objective '1.1 Managing material, data or services' .",0,Coleridge data annotated with Llama-7b
3846,"However, the abovementioned objective '1.1 Managing material, data or services' is represented only in two commercial branches and the main task (3) 'production' could not be linked to either the school's or the companies' curricula.",0,Coleridge data annotated with Llama-7b
3847,Step,0,Coleridge data annotated with Llama-7b
3848,The key questions in the original and the adapted versions are presented in Table 5 .,0,Coleridge data annotated with Llama-7b
3849,Two trained research assistants interviewed all the experts in single interviews.,0,Coleridge data annotated with Llama-7b
3850,"Finally, the experts recommended changing the visual design of the documents to comply with Swiss standards, and adding Internet research and presentation tasks.",0,Coleridge data annotated with Llama-7b
3851,"Results regarding IT components Unfortunately, it was not possible to provide the interviewees with the computer-based test in its authentic online form.",0,Coleridge data annotated with Llama-7b
3852,"Instead, the experts were provided with printed paper-pencil documents.",0,Coleridge data annotated with Llama-7b
3853,28 A further point of interest was to determine the technical implementation requirements of the computer-based test.,0,Coleridge data annotated with Llama-7b
3854,"Sample Nine commercial apprentices working at a training company in the largest and most representative commercial branch, 'provision of service and administration' (31.0% of all commercial indentures), volunteered to participate.",0,Coleridge data annotated with Llama-7b
3855,"Results regarding construct equivalence The apprentices were only able to perform two of the three anchor tasks, namely (1.1) 'processing a customer order' and (1.2) 'writing an email to a customer' within 60 min.",0,Coleridge data annotated with Llama-7b
3856,There was no question in the video!',0,Coleridge data annotated with Llama-7b
3857,to authentically simulate their commercial work environment.,0,Coleridge data annotated with Llama-7b
3858,"The apprentices found it challenging, however, to handle several documents, although they stated that the captions of the different files were well chosen and helpful.",0,Coleridge data annotated with Llama-7b
3859,Participant 1).,0,Coleridge data annotated with Llama-7b
3860,"Based on the results of the think-alouds, we concluded that creating a test administrator manual and writing a detailed introduction at the beginning of the test were essential.",0,Coleridge data annotated with Llama-7b
3861,Another main consideration for further work was to improve technical implementation of the test in an online version for pilot testing with apprentices and the intended main study in 35 VET schools and 85 classes.,0,Coleridge data annotated with Llama-7b
3862,1; Table 6 ).,0,Coleridge data annotated with Llama-7b
3863,"For example, the videos showed trainers in a company explaining a task to an apprentice.",0,Coleridge data annotated with Llama-7b
3864,respond to the following three questions on a 7-point Likert-type rating scale for each anchor task: How easy/difficult was the task?,0,Coleridge data annotated with Llama-7b
3865,"13, 14",0,Coleridge data annotated with Llama-7b
3866,Step 2.,0,Coleridge data annotated with Llama-7b
3867,71-84) led to the initial assumption that 'commercial competence' is highly comparable between these two countries; only minor adaptations of the German computer-based test were anticipated for Switzerland.,0,Coleridge data annotated with Llama-7b
3868,165-166) .,0,Coleridge data annotated with Llama-7b
3869,"Consequently, we address the following broad research question:
1.",0,Coleridge data annotated with Llama-7b
3870,What considerations must be taken into account when attempting to adapt a computer-based test in VET cross-nationally to increase the likelihood of producing a valid measure of the construct 'commercial competence'?,0,Coleridge data annotated with Llama-7b
3871,3.,0,Coleridge data annotated with Llama-7b
3872,147-152) .,0,Coleridge data annotated with Llama-7b
3873,2015) .,0,Coleridge data annotated with Llama-7b
3874,"2012, p. 150) .",0,Coleridge data annotated with Llama-7b
3875,14-15) .,0,Coleridge data annotated with Llama-7b
3876,199-201) .,0,Coleridge data annotated with Llama-7b
3877,"Therefore a to-be-adapted test must be evaluated against test standards, test adaptation standards and ITC standards criteria before proceeding with the adaptation.",0,Coleridge data annotated with Llama-7b
3878,"Moreover, every method provides evidence regarding the equivalence of contexts, constructs, and IT components.",0,Coleridge data annotated with Llama-7b
3879,"The first step in adapting the German computer-based test of apprentices' 'commercial competence' for use in Switzerland was to describe the nationally developed and to-beadapted test and to closely examine its context, construct, and IT components.",0,Coleridge data annotated with Llama-7b
3880,There have been a number of methods used in species-oriented techniques.,0,Coleridge data annotated with Llama-7b
3881,The most common approaches evaluate the veracity of given opportunistic data based on how similar they are to current expectations.,0,Coleridge data annotated with Llama-7b
3882,"[3] , applied NLP to extract the names of species and places from text in EnjoyMoths FB page posts.",0,Coleridge data annotated with Llama-7b
3883,This method extracts opportunistic data that correspond strongly with the environmental variables of professionally-collected data.,0,Coleridge data annotated with Llama-7b
3884,Step 2.,0,Coleridge data annotated with Llama-7b
3885,"If < 0.5, add a sample into the n random samples from the rest of opportunistic data; otherwise, remove a sample from the n random samples at random.",0,Coleridge data annotated with Llama-7b
3886,It is therefore essential to assess and maximize the analytical value of specific opportunistic data.,0,Coleridge data annotated with Llama-7b
3887,"Forest, watershed, distance to city, and the first through third principal components of temperature all demonstrated significant differences for most species.",0,Coleridge data annotated with Llama-7b
3888,"Forest, watershed, distance to city, and the first through third principal components of temperature all demonstrated significant differences for most species.",0,Coleridge data annotated with Llama-7b
3889,"Therefore, although opportunistic data may supplement professionally collected data, they are not a substitute for it.",0,Coleridge data annotated with Llama-7b
3890,The potential of severe drought is another climate risk measure used.,0,Coleridge data annotated with Llama-7b
3891,Table 6 shows this finding is driven by the choice between WMPs and sprinkler irrigation.,0,Coleridge data annotated with Llama-7b
3892,The multinomial logit model results at https:/www.cambridge.org/core/terms.,0,Coleridge data annotated with Llama-7b
3893,"Again, the multinomial logit model does a better job of explaining the results.",0,Coleridge data annotated with Llama-7b
3894,"Because groundwater use in Arkansas is largely unregulated, the common property resources nature of groundwater resources may also reduce the propensity of producers to use WMPs.",0,Coleridge data annotated with Llama-7b
3895,WMPs such as tailwater pits can meet this demand by increasing water stored on-farm.,0,Coleridge data annotated with Llama-7b
3896,"Because corn is planted in April, when most of the precipitation occurs in Arkansas (March to May), its growing season overlaps with the rainy season; thus, the amount of precipitation plays a role in choosing irrigation systems.",0,Coleridge data annotated with Llama-7b
3897,"Because rice is almost 100% irrigated, its growth may be much less sensitive to climatic factors.",0,Coleridge data annotated with Llama-7b
3898,The AUC values clearly indicate lower median AUC values and higher AUC variability of models based on opportunistic data only versus models based on professionally collected data.,0,Coleridge data annotated with Llama-7b
3899,A number of policies have therefore been implemented with the aim of improving disadvantaged pupils' access to better schools.,0,Coleridge data annotated with Llama-7b
3900,"Clearly, this is only one of many classes that the responding teacher will work with.",0,Coleridge data annotated with Llama-7b
3901,Focusing for simplicity on secondary: the odds of pupils in the most deprived quintile of schools getting an unqualified teacher are 88% higher than those in the least deprived quintile; the odds of pupils in the most deprived quintile getting a novice teacher are 32% higher than those in the least deprived quintile; and the odds of those in the most deprived quintile getting an out of subject teacher are 49% higher than those in the least deprived quintile.,0,Coleridge data annotated with Llama-7b
3902,"Of course it may be the case that, within schools, the most disadvantaged pupils are given access to the best quality teachers, mitigating the effects of these between schools allocation patterns.",0,Coleridge data annotated with Llama-7b
3903,"Before moving on to discuss such within school allocation however, we first discuss why these between-school inequalities occur.",0,Coleridge data annotated with Llama-7b
3904,The full model is set out in the Appendix.,0,Coleridge data annotated with Llama-7b
3905,At secondary level ( Figure 5 ) the relationship is even stronger.,0,Coleridge data annotated with Llama-7b
3906,"Therefore, an increase in the value of skewness means reduced exposure to extremely low temperature (a less negative skewness).",0,Coleridge data annotated with Llama-7b
3907,We evaluated the variability between 1000 realizations by calculating the proportion of explained variance from PC1 axis.,0,Coleridge data annotated with Llama-7b
3908,Table 4 .,0,Coleridge data annotated with Llama-7b
3909,Skewness measures are also constructed.,0,Coleridge data annotated with Llama-7b
3910,The CVs of total precipitation are slightly higher than that of daily temperature.,0,Coleridge data annotated with Llama-7b
3911,"Many such endeavors are flawed in that they neglect (at least) three important contingencies, namely, that the choice of the best method is contingent on (1) the proper implementation of the methods, (2) the measure of performance, and (3) the data.",0,Coleridge data annotated with Llama-7b
3912,"For such NNs, training refers to the process of varying the weights to minimize the ""difference"" between the output of the NN and the desired value of the dependent variable.",0,Coleridge data annotated with Llama-7b
3913,It is this type of NN that is the primary interest of the present article.,0,Coleridge data annotated with Llama-7b
3914,"In fact, it will be assumed that the nodes on a given layer interact only with those of the adjacent layers.",0,Coleridge data annotated with Llama-7b
3915,"An NN with one hidden layer containing H hidden nodes (Figure 1 ) can be written as a single parameterization:
where ω, ω′, θ, θ′ are weights (parameters) that are to be estimated, y k are the output nodes, and x j are the n input variables.",0,Coleridge data annotated with Llama-7b
3916,"The function f(x) is called the activation function and represents the manner in which any two nodes interact with one another, and this in turn affects the function represented by the NN as a whole (i.e., the function relating the inputs to the outputs).",0,Coleridge data annotated with Llama-7b
3917,"A linear activation function between two nodes renders the NN a linear function as a whole, regardless of the existence or the number of hidden nodes.",0,Coleridge data annotated with Llama-7b
3918,"A commonly employed, nonlinear activation function is the so-called logistic function, f(x) = 1/(1 + exp -x ); the logistic function varies between 0 and 1 and, therefore, allows for a probabilistic interpretation of the values taken by the nodes.",0,Coleridge data annotated with Llama-7b
3919,1989) .,0,Coleridge data annotated with Llama-7b
3920,"Therefore, selecting the number of hidden nodes is tantamount to specifying or selecting the underlying model in its entirety.",0,Coleridge data annotated with Llama-7b
3921,This is why the validation error is not an unbiased measure of generalization performance.,0,Coleridge data annotated with Llama-7b
3922,"Note that in contrast to S, χ 2 and LR are measures of ""success,"" in that larger values imply better performance.",0,Coleridge data annotated with Llama-7b
3923,"The 20,706 subjects were all 10th-grade students in the United States during the 1989-1990 school year.",0,Coleridge data annotated with Llama-7b
3924,any complex processes can be explained in terms of a number of simpler processes (at least according to the reductionist point of view).,0,Coleridge data annotated with Llama-7b
3925,"Although neural networks do offer a few advantages over some other nonlinear methods, in certain situations these advantages are difficult to utilize.",0,Coleridge data annotated with Llama-7b
3926,"Under each proposed mode regression model, we have developed model diagnostic tools to detect various forms of inadequate parametric assumptions.",0,Coleridge data annotated with Llama-7b
3927,"[3][4][5] However, not only high BP but also low BP levels have negative effects on cognitive function.",0,Coleridge data annotated with Llama-7b
3928,Baseline sample characteristics are presented in Table 1.,0,Coleridge data annotated with Llama-7b
3929,The total number of participants per visit is listed in Table 2.,0,Coleridge data annotated with Llama-7b
3930,Follow times are also variable.,0,Coleridge data annotated with Llama-7b
3931,"At each study visit, standard neuropsychological tests were administered by extensively trained psychometricians.",0,Coleridge data annotated with Llama-7b
3932,The model computes rate of change for the entire group and then computes each individual's deviation from the group rate.,0,Coleridge data annotated with Llama-7b
3933,thereby cognitive performance.,0,Coleridge data annotated with Llama-7b
3934,This may be attributable to that fact that study participants are contacted regularly and retain close ties with study staff.,0,Coleridge data annotated with Llama-7b
3935,"However, many neural network applications in the social sciences are flawed in ways that obfuscate such effects.",0,Coleridge data annotated with Llama-7b
3936,• All categorical independent variables were discarded.,0,Coleridge data annotated with Llama-7b
3937,"Second, it is possible to connect the input nodes not only to the hidden nodes but also directly to the output nodes.",0,Coleridge data annotated with Llama-7b
3938,Sprinkler systems are more prevalent in regions with lower average temperature.,0,Coleridge data annotated with Llama-7b
3939,The producer can further reduce water use by improving irrigation uniformity with land leveling.,0,Coleridge data annotated with Llama-7b
3940,"Among the factors that could influence irrigation technology choices, climatic factors have received increasing but still rather limited attention.",0,Coleridge data annotated with Llama-7b
3941,"These measures, however, do not capture variations in climate factors.",0,Coleridge data annotated with Llama-7b
3942,Section 2 describes the study site and data sets used.,0,Coleridge data annotated with Llama-7b
3943,Section 3 discusses the empirical specification and variable construction.,0,Coleridge data annotated with Llama-7b
3944,This study focuses on the state of Arkansas.,0,Coleridge data annotated with Llama-7b
3945,The climate of Arkansas is humid subtropical.,0,Coleridge data annotated with Llama-7b
3946,"Other major crops include cotton, soybean, corn, and wheat.",0,Coleridge data annotated with Llama-7b
3947,These major crops take up between 55% and 66% of the total acreage (Table 1) .,0,Coleridge data annotated with Llama-7b
3948,"Among the farms with a gravity irrigation system, 24.4% used laser leveling and 20.8% had tailwater pits on-farm.",0,Coleridge data annotated with Llama-7b
3949,Alternative row irrigation was also commonly used (13.6%).,0,Coleridge data annotated with Llama-7b
3950,"In most specifications, average marginal effects are reported.",0,Coleridge data annotated with Llama-7b
3951,"The small standard deviations are expected because only a small geographic region is studied (one state); therefore, Irrigation Techniques and WMPs 11 spatial variations in climate factors are limited.",0,Coleridge data annotated with Llama-7b
3952,Three variants of this layered structure are worth mentioning.,0,Coleridge data annotated with Llama-7b
3953,"Second, the various components of an NN do not have unique names; nodes and weights, and so on, are the common terminology in the statistical applications of NNs.",0,Coleridge data annotated with Llama-7b
3954,12.,0,Coleridge data annotated with Llama-7b
3955,The height of each bar in the graph is a measure of the linear correlation between the independent variable and the dependent variable.,0,Coleridge data annotated with Llama-7b
3956,"The first experiment is the most simplistic, in that no further preprocessing of the data is performed.",0,Coleridge data annotated with Llama-7b
3957,"For the technical reader, suffice it to say that simulated annealing and the brute force method (described above) were both employed to deal with local minima and that the training algorithm was the conjugate gradient method.",0,Coleridge data annotated with Llama-7b
3958,The dark curve is for LDA; the other curves are for the NNs with the corresponding number of hidden nodes.,0,Coleridge data annotated with Llama-7b
3959,What if the underlying linearity (or nonlinearity) cannot be established in such a fashion?,0,Coleridge data annotated with Llama-7b
3960,"The latter may occur when one (or more) of the various NNs with a different number of hidden nodes is trapped in a local minimum, leading the bootstrapping procedure to identify the ""wrong"" number of hidden nodes.",0,Coleridge data annotated with Llama-7b
3961,"The percentage of correctly classified cases can be written as (C 1 + C 4 )/(C 1 + C 2 + C 3 + C 4 ), where C i are the elements of the 2 × 2 contingency table.",0,Coleridge data annotated with Llama-7b
3962,"Consequently, this measure overestimates the performance of the classifier, and for no skill-related reasons at all.",0,Coleridge data annotated with Llama-7b
3963,"First, in the presence of, say, hidden nodes (H), every input node has H weights connecting it to the hidden nodes.",0,Coleridge data annotated with Llama-7b
3964,2.,0,Coleridge data annotated with Llama-7b
3965,3.,0,Coleridge data annotated with Llama-7b
3966,Rules for behavior are strict at school.,0,Coleridge data annotated with Llama-7b
3967,4.,0,Coleridge data annotated with Llama-7b
3968,5.,0,Coleridge data annotated with Llama-7b
3969,6.,0,Coleridge data annotated with Llama-7b
3970,Other students often disrupt class.,0,Coleridge data annotated with Llama-7b
3971,Most teachers listen to me.,0,Coleridge data annotated with Llama-7b
3972,"In their proposed regression model, the authors reparameterized the beta distribution by setting α 1 = µφ and α 2 = (1 − µ)φ,
where µ ∈ [0, 1] is the mean parameter and φ is a positive shape parameter, with a larger φ resulting in a smaller variance, and they incorporated the linear predictor η(X) by letting µ = g{η(X)}.",0,Coleridge data annotated with Llama-7b
3973,The same procedures were applied to children's internalizing symptoms.,0,Coleridge data annotated with Llama-7b
3974,"As such to simplify our presentation, we chose to present the models without SES.",0,Coleridge data annotated with Llama-7b
3975,"Further, no  association was found between initial levels of zBMI and internalizing symptoms and changes in zBMI and internalizing symptoms over time.",0,Coleridge data annotated with Llama-7b
3976,"In addition, no significant interaction emerged for this group.",0,Coleridge data annotated with Llama-7b
3977,Conflicts of interest: None declared.,0,Coleridge data annotated with Llama-7b
3978,"We suppose that each brain has been parcellated into N regions of interest (ROIs) based on a certain atlas, and the fMRI time series associated with the ith ROI is represented by ∈ , = 1, ⋯ , , where T is the number of time points in each series.",0,Coleridge data annotated with Llama-7b
3979,Child race and sex were assessed at baseline interviews with parents.,0,Coleridge data annotated with Llama-7b
3980,"Children with limited limb functioning (as reported by parents), were excluded from the analyses, as impaired mobility could influence the amount of exercise and adiposity status.",0,Coleridge data annotated with Llama-7b
3981,The present research focused on White and Black children only.,0,Coleridge data annotated with Llama-7b
3982,Analyzed the data: SEO GX RB RH KW ME NGR RD RDA.,0,Coleridge data annotated with Llama-7b
3983,Wrote the paper: SEO GX RB RH KW ME NGR RD RDA.,0,Coleridge data annotated with Llama-7b
3984,"Accordingly, we discuss the challenges of rapid vaccine development during a pandemic response.",0,Coleridge data annotated with Llama-7b
3985,This class of viral fusion proteins characteristically regulates fusogenic activity by proteolytic cleavage.,0,Coleridge data annotated with Llama-7b
3986,Developed by the National Institute of Allergy and Infectious .,0,Coleridge data annotated with Llama-7b
3987,This may be explained by the very reductionist format of traditional ADE assays that do not integrate features of the immune response known to contribute to immunity.,0,Coleridge data annotated with Llama-7b
3988,"Based on recent progress in RSV vaccine development, eliciting a neutralizing antibody response focused on the most protective prefusion S epitopes together with a Th1 T cell response may be key features of a safe SARS-CoV-2 vaccine.",0,Coleridge data annotated with Llama-7b
3989,The development of an effective viral vaccine is a challenge typically guided by decades of basic research on viral biology and the host response to infection.,0,Coleridge data annotated with Llama-7b
3990,An important next step in the literature is to examine the temporal sequencing of these events.,0,Coleridge data annotated with Llama-7b
3991,Understanding this process could bode well for both preventive and intervention research.,0,Coleridge data annotated with Llama-7b
3992,"As discussed previously, some other regularizers have been investigated in recent years to encode different priors, which, however, is beyond our main focus of this paper.",0,Coleridge data annotated with Llama-7b
3993,The priors can be generally encoded by the regularization terms.,0,Coleridge data annotated with Llama-7b
3994,"In contrast, however, the quality of time points in the fMRI series cannot be easily measured without the guidance of a specific learning/estimation task.",0,Coleridge data annotated with Llama-7b
3995,2b ).,0,Coleridge data annotated with Llama-7b
3996,2008 ).,0,Coleridge data annotated with Llama-7b
3997,By any measure the losses from Katrina are tragic.,0,Coleridge data annotated with Llama-7b
3998,"Put in the context of the above projections, however, the relatively low loss of life is noteworthy.",0,Coleridge data annotated with Llama-7b
3999,"(2007) estimated that such advances ''prevented 66-90% of the To save lives, mitigate property loss, and improve economic efficiency by issuing the best watches, warnings, forecasts, and analyses of hazardous tropical weather, and by increasing understanding of these hazards.",0,Coleridge data annotated with Llama-7b
4000,The facility has many enhanced structural and redundant features allowing forecast operations to continue through most local weather and other emergencies.,0,Coleridge data annotated with Llama-7b
4001,NHC's $6.4M (fiscal year 2008) budget supports 46 federal government employees and associated infrastructure.,0,Coleridge data annotated with Llama-7b
4002,"Other components of the federal government bear the costs for weather observations, computer modeling, most tropical weather research, etc.",0,Coleridge data annotated with Llama-7b
4003,Their activities are described below.,0,Coleridge data annotated with Llama-7b
4004,NHC also has a small administrative staff led by its director.,0,Coleridge data annotated with Llama-7b
4005,"Following Robert Sheets (1987-95) in that position were Robert Burpee (1995 -97), Jerry Jarrell (1998 , Max Mayfield (2000 Mayfield ( -2007 , Bill Proenza (2007) , and Bill Read (2008-present) .",0,Coleridge data annotated with Llama-7b
4006,About a dozen employees from other federal agencies collaborate on site with NHC staff.,0,Coleridge data annotated with Llama-7b
4007,"The HSU has a full-time focus on hurricanes, with its members having a wide array of responsibilities throughout the calendar year.",0,Coleridge data annotated with Llama-7b
4008,"During hurricane season, (15 May-30 November in the eastern North Pacific and 1 June-30 November in the Atlantic basin) they develop, coordinate, and issue analyses, forecasts, and coastal tropical cyclone watches and warnings in text and graphical formats.",0,Coleridge data annotated with Llama-7b
4009,"They also provide briefings on active tropical cyclones to emergency managers and the media, and write poststorm tropical cyclone reports on each system shortly after the event.",0,Coleridge data annotated with Llama-7b
4010,The forecasts include the cyclone's center position (location of the circulation center in latitude and longitude) to the nearest 0.18 (generally 0.58 at extended forecast periods) and maximum surface wind speed (maximum sustained 1-min-average wind speed at 10-m altitude) to the nearest 5 kt (2.6 m s,0,Coleridge data annotated with Llama-7b
4011,NHC's advisory suite comprises several text and graphical products.,0,Coleridge data annotated with Llama-7b
4012,"The discussion conveys NHC's reasoning behind its analysis and forecast, information about the (un)certainty in the forecast, and possible alternate forecast solutions.",0,Coleridge data annotated with Llama-7b
4013,Forecast and warning coordination with international weather services relies on conventional telephone lines and can occur in languages other than English-primarily Spanish and French.,0,Coleridge data annotated with Llama-7b
4014,Table 3 .,0,Coleridge data annotated with Llama-7b
4015,"However, in practice, Eq.",0,Coleridge data annotated with Llama-7b
4016,"Additionally, we relax 1 the binary indicator variable ∈ {0,1} to a real range [0,1] , for simplifying the solving of the optimization problem.",0,Coleridge data annotated with Llama-7b
4017,"Then, we get the following model:
where and are two regularized parameters for controlling the balance among the three terms in the objective function.",0,Coleridge data annotated with Llama-7b
4018,"When has a small value close to 0, most of the time points will be removed.",0,Coleridge data annotated with Llama-7b
4019,"For the sparsity regularizer ‖ ‖ 1 , the proximal operator is defined [38] as follows.",0,Coleridge data annotated with Llama-7b
4020,(14) can be further simplified to the following problem.,0,Coleridge data annotated with Llama-7b
4021,where = ∑ ( ( ) − ∑ ( ) ≠ ) 2 =1 = ‖ ( ) − ( ) ‖ 2 is a constant.,0,Coleridge data annotated with Llama-7b
4022,"However, as discussed previously, the correlation can be significantly affected by the data quality.",0,Coleridge data annotated with Llama-7b
4023,"4 , where the height of each bar represents the sum of connection weights changing across different brain regions.",0,Coleridge data annotated with Llama-7b
4024,"#Current affiliation: WPLG-TV, Miami, Florida.",0,Coleridge data annotated with Llama-7b
4025,The utility of our algorithm for separating MCI cases from normal controls (and/or AD) remains unknown at present.,0,Coleridge data annotated with Llama-7b
4026,One potential inhibiting factor related to rural families is their tendency to move locations often.,0,Coleridge data annotated with Llama-7b
4027,The first goal was to generate descriptive summaries of the expected timing of transition into adulthood among contemporary rural youth.,0,Coleridge data annotated with Llama-7b
4028,The final goal was to examine how educational aspirations shape gender differences in the expected timing of transition into adulthood.,0,Coleridge data annotated with Llama-7b
4029,"Using this stratified sampling, 114 schools were randomly selected and contacted.",0,Coleridge data annotated with Llama-7b
4030,"For individual characteristic variables the following were included (a) gender, (b) race/ethnicity, (c) grade level, (d) educational aspirations (years of education), (e) academic achievement (a self-reported measure), (f) residential aspirations, and (g) residential stability (years in the current community).",0,Coleridge data annotated with Llama-7b
4031,"We transformed this variable into years of schooling, with the exclusion of the ""don't know"" category.",0,Coleridge data annotated with Llama-7b
4032,"Categories were collapsed into 1=town, fringe or distant, 2=town, remote, 3=rural, fringe or distant, and 4=rural, remote.",0,Coleridge data annotated with Llama-7b
4033,Note.,0,Coleridge data annotated with Llama-7b
4034,"Grade level was also a significant predictor: 10 th , 11 th , 12 th graders were less likely than 9 th graders to expect to get married.",0,Coleridge data annotated with Llama-7b
4035,"Also, a higher level of family economic hardship and living in a community with a relatively higher poverty rate was associated with the decreased likelihood of planning to get married.",0,Coleridge data annotated with Llama-7b
4036,Note.,0,Coleridge data annotated with Llama-7b
4037,A higher level of family economic hardship was associated with earlier ages for first marriage.,0,Coleridge data annotated with Llama-7b
4038,"This result suggests that while overall female participants tended to report significantly earlier ages for first marriage than male participants, this gender gap was significantly smaller among those adolescents who had higher educational aspirations than those who had lower educational aspirations.",0,Coleridge data annotated with Llama-7b
4039,"Again, no community variables were significant predictors.",0,Coleridge data annotated with Llama-7b
4040,Below we highlight several key findings.,0,Coleridge data annotated with Llama-7b
4041,"Demand for fresh potatoes, potato chips, and fries is unaffected by household income or education, but demand for chips and fries is affected by consumer age and exercise habits.",0,Coleridge data annotated with Llama-7b
4042,Disadvantaged schools facing staffing shortages may therefore find themselves making even greater use of non-specialist or unqualified teachers.,0,Coleridge data annotated with Llama-7b
4043,But this is because they tend to be less experienced.,0,Coleridge data annotated with Llama-7b
4044,Further research is required to understand how much larger incentives in England would need to be to eliminate or reverse existing inequalities.,0,Coleridge data annotated with Llama-7b
4045,"Changing the allocation of teachers within schools is perhaps more challenging, since this is determined by subtle political processes inside schools.",0,Coleridge data annotated with Llama-7b
4046,These initiatives followed decades of research using heterogeneous methods.,0,Coleridge data annotated with Llama-7b
4047,"The field of high-dimensional research is relatively young, but growing rapidly, and can greatly benefit from such a harmonization effort early on.",0,Coleridge data annotated with Llama-7b
4048,"The Full-HD working group was therefore set up to address two research needs:
1.",0,Coleridge data annotated with Llama-7b
4049,"In addition, this framework allows for reduction of noise and false-positive errors.",0,Coleridge data annotated with Llama-7b
4050,Fig.,0,Coleridge data annotated with Llama-7b
4051,Gray matter density maps for three cohorts generated from the partial derivatives.,0,Coleridge data annotated with Llama-7b
4052,Fig.,0,Coleridge data annotated with Llama-7b
4053,Selection of harmonious phenotypes for further meta-analysis.,0,Coleridge data annotated with Llama-7b
4054,"Although field-specific approaches exist to handle big data, cross-investigations between various types of data have been limited.",0,Coleridge data annotated with Llama-7b
4055,"Since 1971 wild horses and burros living on federal land have been legally protected, limiting removal from the range and stipulating restrictive conditions for transfer to private ownership.",0,Coleridge data annotated with Llama-7b
4056,"VRT contributes additional production cost savings when added to soil mapping, but not when done with yield mapping alone.",0,Coleridge data annotated with Llama-7b
4057,parliamentary constituency).,0,Coleridge data annotated with Llama-7b
4058,Adolescents who wanted to live in another state when they were 30 years old were less likely to plan to get married and expected later ages for their first marriage.,0,Coleridge data annotated with Llama-7b
4059,Our study found limited evidence suggesting that community characteristics are associated with the transition times of rural youth.,0,Coleridge data annotated with Llama-7b
4060,It is important to recognize that the rising number of works grounded in recent educational leadership for social justice perspectives suggests a rise of the field's collective consciousness on issues of inequity.,0,Coleridge data annotated with Llama-7b
4061,"In particular, the dearth of quantitative, historical, cross-cultural comparative, international, and mixed-method studies of social justice are disappointing and limit our ability to understand leadership for social justice in its many forms.",0,Coleridge data annotated with Llama-7b
4062,This tends to urge educators to focus their attention on certain levels and de-emphasize others.,0,Coleridge data annotated with Llama-7b
4063,"As scholars and practitioners of educational leadership, we have an obligation to move beyond high-sounding abstractions and turn to research and action.",0,Coleridge data annotated with Llama-7b
4064,"Given current conversations about increasing the diversity among leadership ranks, we need to provide authentic and relevant experiences pertaining to leadership and social justice.",0,Coleridge data annotated with Llama-7b
4065,Context: There is no rapid and cost effective tool that can be implemented as a front-line screening tool for Alzheimer's disease (AD) at the population level.,0,Coleridge data annotated with Llama-7b
4066,Our approach took the algorithm a step further by combining both demographic (i.e.,0,Coleridge data annotated with Llama-7b
4067,"Together, these studies suggest that a blood-based screening tool for AD is on the horizon.",0,Coleridge data annotated with Llama-7b
4068,"Although this work is promising, there is little consistency as to what biological fluid is used for biomarker assays (i.e.",0,Coleridge data annotated with Llama-7b
4069,"Serum blood samples were collected in serum-separating tubes during clinical evaluations, allowed to clot at room temperature for 30 minutes, centrifuged, aliquoted, and stored in polypropylene tubes at 280uC.",0,Coleridge data annotated with Llama-7b
4070,"Homocysteine, hemoglobin A1c, c-peptide, and lipoprotein-associated phospholipase A2 (Lp-PLA2) was provided by the Ballantyne laboratory at Baylor College of Medicine.",0,Coleridge data annotated with Llama-7b
4071,Sample collection and storage was as described above.,0,Coleridge data annotated with Llama-7b
4072,Analyses took place in a series of steps.,0,Coleridge data annotated with Llama-7b
4073,Development of Biomarker Diagnostic Model.,0,Coleridge data annotated with Llama-7b
4074,"However, too often educational leadership scholars confine their perspectives on social justice to either: (a) a single powerful inspiration such as the works of Paulo Freire, John Rawls, or Hannah Arendt, or (b) works published in the past two decades in the field of educational leadership, which have appeared as part of a relatively recent interest in social justice.",0,Coleridge data annotated with Llama-7b
4075,"Our study highlights the important role of family background in the transition times of rural youth, and underscore how family background can serve as a barrier and facilitator for transitions into adulthood in rural settings.",0,Coleridge data annotated with Llama-7b
